10.4782,-0.1006,-0.2826,-0.1199,-0.0040,-0.0024
10.5453,-0.1126,-0.2754,-0.1180,0.0013,-0.0005
10.5644,-0.1629,-0.2084,-0.1196,0.0000,0.0008
10.4974,-0.1198,-0.2060,-0.1186,-0.0032,-0.0027
10.4614,-0.1700,-0.2203,-0.1204,-0.0024,-0.0008
10.5477,-0.1078,-0.3137,-0.1202,0.0000,0.0008
10.4830,-0.0790,-0.2994,-0.1191,-0.0040,0.0008
10.5237,-0.1461,-0.1485,-0.1183,0.0013,-0.0019
10.5405,-0.1557,-0.2491,-0.1188,-0.0005,0.0016
10.5022,-0.1150,-0.2802,-0.1178,-0.0024,-0.0011
10.4926,-0.0958,-0.2347,-0.1191,-0.0003,-0.0027
10.5022,-0.1485,-0.1772,-0.1180,0.0003,-0.0043
10.5189,-0.1581,-0.2922,-0.1199,-0.0019,0.0008
10.4806,-0.1198,-0.3281,-0.1194,-0.0016,-0.0011
10.5357,-0.1293,-0.2850,-0.1178,0.0000,-0.0003
10.5093,-0.0958,-0.2611,-0.1204,-0.0003,-0.0003
10.5117,-0.1341,-0.2347,-0.1196,-0.0013,-0.0013
10.5860,-0.1245,-0.1820,-0.1188,-0.0005,-0.0005
10.4998,-0.0431,-0.1988,-0.1212,-0.0024,-0.0019
10.5357,-0.1030,-0.1724,-0.1164,0.0000,-0.0003
10.5716,-0.1437,-0.2994,-0.1210,-0.0021,0.0024
10.4734,-0.1245,-0.2778,-0.1223,-0.0029,-0.0011
10.5141,-0.1461,-0.2826,-0.1204,-0.0005,-0.0043
10.5812,-0.0886,-0.1844,-0.1186,0.0040,-0.0029
10.5261,-0.1653,-0.2419,-0.1180,0.0003,0.0016
10.5309,-0.1389,-0.1940,-0.1202,0.0011,-0.0008
10.5980,-0.1557,-0.2227,-0.1202,0.0008,-0.0024
10.5572,-0.1174,-0.2874,-0.1180,-0.0019,-0.0003
10.5572,-0.0742,-0.2371,-0.1188,0.0005,0.0029
10.5381,-0.1461,-0.1988,-0.1188,-0.0021,-0.0032
10.4974,-0.1461,-0.2299,-0.1194,-0.0008,-0.0032
10.5525,-0.0982,-0.1868,-0.1194,-0.0011,-0.0019
10.4974,-0.1198,-0.2156,-0.1178,0.0008,0.0000
10.5237,-0.1700,-0.1940,-0.1172,-0.0027,-0.0021
10.5812,-0.1102,-0.2012,-0.1202,-0.0040,-0.0011
10.5429,-0.1509,-0.1437,-0.1199,-0.0016,-0.0011
10.5596,-0.1389,-0.2563,-0.1186,0.0016,-0.0029
10.4902,-0.1389,-0.2587,-0.1218,-0.0003,-0.0032
10.5309,-0.1485,-0.2539,-0.1191,-0.0024,-0.0005
10.5405,-0.1748,-0.2874,-0.1194,-0.0021,-0.0008
10.5309,-0.1413,-0.2539,-0.1202,-0.0040,-0.0019
10.5189,-0.1437,-0.2491,-0.1202,-0.0024,-0.0011
10.5022,-0.1221,-0.2515,-0.1218,-0.0016,-0.0019
