0.7137,9.7741,0.0982,-0.1196,0.0027,0.0013
0.7520,9.7549,0.0742,-0.1215,-0.0019,-0.0016
0.7065,9.7597,0.0240,-0.1226,0.0013,0.0011
0.7161,9.7453,0.1341,-0.1202,-0.0027,-0.0011
0.7185,9.6879,-0.0407,-0.1186,-0.0013,0.0008
0.7736,9.7118,0.0982,-0.1220,-0.0013,0.0005
0.7353,9.7549,0.0647,-0.1194,-0.0008,-0.0008
0.7568,9.7310,0.1006,-0.1175,-0.0029,0.0008
0.7520,9.6759,-0.0311,-0.1188,-0.0019,0.0000
0.7113,9.6998,0.0862,-0.1226,-0.0029,-0.0003
0.7736,9.7190,-0.0192,-0.1207,-0.0003,0.0019
0.7137,9.7358,0.0527,-0.1186,-0.0011,-0.0011
0.7329,9.7501,0.0240,-0.1186,-0.0024,0.0008
0.7449,9.7166,0.0383,-0.1212,-0.0013,-0.0019
0.7664,9.7262,0.0192,-0.1210,-0.0024,-0.0011
0.7257,9.7429,0.1174,-0.1183,-0.0016,0.0003
0.7209,9.7310,0.0024,-0.1191,-0.0008,-0.0003
0.6993,9.7597,0.0072,-0.1188,0.0011,-0.0011
0.6874,9.7358,0.1293,-0.1207,0.0000,-0.0003
0.8239,9.7238,0.0000,-0.1231,0.0003,0.0013
0.7329,9.6950,0.0000,-0.1170,-0.0024,-0.0016
0.7329,9.7118,0.0120,-0.1196,-0.0008,0.0000
0.6874,9.7573,0.0647,-0.1194,-0.0005,-0.0003
0.7185,9.7765,0.0168,-0.1191,0.0011,0.0016
0.6922,9.7310,0.0072,-0.1167,-0.0024,-0.0013
0.6970,9.7142,0.0958,-0.1212,-0.0019,0.0019
0.7640,9.7214,0.0623,-0.1215,-0.0011,-0.0005
0.7305,9.7381,0.0982,-0.1210,-0.0013,-0.0016
0.7904,9.7669,0.0216,-0.1175,-0.0003,-0.0008
0.7089,9.7262,0.0024,-0.1183,-0.0021,-0.0005
0.7329,9.7789,0.0695,-0.1199,-0.0005,0.0011
0.7113,9.7381,0.0335,-0.1218,0.0005,-0.0021
0.7520,9.7429,0.1150,-0.1223,-0.0019,-0.0003
0.6898,9.7381,-0.0072,-0.1204,0.0008,-0.0008
0.6706,9.6783,0.0527,-0.1167,-0.0019,-0.0016
0.7233,9.7118,0.0934,-0.1223,-0.0011,0.0000
0.6970,9.6879,-0.0192,-0.1191,-0.0043,0.0027
0.6898,9.7573,0.1533,-0.1186,-0.0011,-0.0005
0.7161,9.7621,0.0958,-0.1199,-0.0027,-0.0005
0.7592,9.7597,0.1365,-0.1226,-0.0011,-0.0008
0.7377,9.7525,0.0407,-0.1156,-0.0008,-0.0024
0.7496,9.7549,0.0838,-0.1175,0.0000,-0.0008
0.7472,9.7286,0.1221,-0.1196,-0.0005,0.0013
0.7305,9.7358,0.1557,-0.1202,0.0008,-0.0021
0.7305,9.6759,-0.0168,-0.1223,0.0008,-0.0024
0.7425,9.7262,0.0311,-0.1194,0.0024,-0.0019
0.7089,9.7334,0.1030,-0.1183,0.0013,-0.0027
0.7520,9.7358,0.0719,-0.1220,-0.0024,-0.0016
0.7999,9.7956,0.0742,-0.1204,-0.0013,0.0005
0.7449,9.7549,0.0263,-0.1207,-0.0019,-0.0024
0.7640,9.7118,0.1126,-0.1204,-0.0011,0.0040
0.7305,9.7262,0.0599,-0.1202,0.0000,0.0021
0.7041,9.6879,0.1126,-0.1202,-0.0016,0.0003
0.7137,9.6950,0.1413,-0.1180,0.0008,0.0000
0.7185,9.7573,0.0527,-0.1218,-0.0016,-0.0021
0.6922,9.7429,0.0048,-0.1202,-0.0019,0.0016
0.7592,9.6831,0.0766,-0.1194,-0.0021,-0.0024
0.7185,9.7549,-0.0383,-0.1204,-0.0008,-0.0008
0.6993,9.7549,0.0407,-0.1170,0.0019,-0.0013
0.7305,9.7813,0.1341,-0.1178,-0.0003,-0.0003
0.7113,9.7932,0.0383,-0.1202,0.0011,-0.0016
0.7401,9.7381,0.0479,-0.1191,-0.0003,0.0000
0.7305,9.7142,0.0695,-0.1188,-0.0005,-0.0011
0.7472,9.7669,0.0551,-0.1196,-0.0040,0.0000
0.7257,9.7741,0.0383,-0.1210,0.0029,0.0024
0.7161,9.7477,0.1293,-0.1178,0.0011,0.0016
0.7808,9.6902,0.0240,-0.1188,-0.0008,0.0013
0.7353,9.7669,-0.0216,-0.1228,-0.0029,0.0000
0.7209,9.7860,0.0886,-0.1207,-0.0032,-0.0008
0.7664,9.7645,0.1030,-0.1183,-0.0021,-0.0003
0.7233,9.7693,0.0623,-0.1164,0.0000,0.0005
0.6443,9.7765,-0.0120,-0.1186,-0.0003,0.0005
0.7185,9.6807,0.0383,-0.1210,0.0005,-0.0011
0.6586,9.7286,0.1245,-0.1194,-0.0019,0.0021
0.7041,9.7837,0.0575,-0.1186,-0.0016,-0.0005
0.7017,9.7453,0.1389,-0.1183,-0.0021,0.0000
0.7592,9.7381,0.0216,-0.1180,-0.0024,0.0011
0.6993,9.7142,0.1437,-0.1202,0.0005,-0.0024
0.7041,9.7549,0.1533,-0.1191,-0.0003,-0.0008
0.7041,9.7501,0.0431,-0.1188,0.0008,-0.0003
