0.7520,-9.9609,0.0144,-0.1175,-0.0088,-0.0019
0.7760,-9.9369,0.1269,-0.1207,-0.0035,-0.0019
0.7832,-9.9609,-0.0240,-0.1122,-0.0035,0.0008
0.7999,-9.9585,0.0144,-0.1228,-0.0027,-0.0016
0.7089,-10.0208,0.0910,-0.1199,-0.0016,-0.0008
0.7640,-9.9226,-0.0982,-0.1223,0.0056,0.0021
0.7425,-9.9226,0.0431,-0.1114,-0.0123,-0.0019
0.7401,-9.9585,0.0287,-0.1226,0.0035,0.0016
0.7449,-9.9537,0.1437,-0.1226,-0.0011,-0.0032
0.7999,-9.9202,0.0359,-0.1061,-0.0091,0.0016
0.7951,-9.9824,-0.0575,-0.1226,0.0032,-0.0019
0.7425,-9.9154,0.1461,-0.1239,0.0037,-0.0008
0.8383,-9.9992,-0.0144,-0.1146,-0.0019,0.0051
0.8191,-10.0064,0.0096,-0.1223,-0.0032,-0.0005
0.7975,-9.9609,0.0599,-0.1210,-0.0011,-0.0021
0.7640,-10.0040,-0.0216,-0.1199,-0.0005,-0.0005
0.7928,-9.9681,-0.0431,-0.1284,0.0043,0.0011
0.6898,-9.9992,0.0000,-0.1279,0.0019,-0.0037
0.7185,-9.9513,-0.0168,-0.1143,-0.0048,0.0096
0.7520,-9.9154,-0.0048,-0.1244,-0.0008,-0.0027
0.7017,-9.9369,-0.0120,-0.1239,0.0045,-0.0005
0.7640,-9.8627,-0.1054,-0.1130,-0.0045,-0.0005
0.7975,-9.9633,0.0240,-0.1172,0.0032,-0.0037
0.8023,-9.9489,-0.0742,-0.1167,-0.0021,0.0040
0.7664,-9.9345,-0.0311,-0.1239,-0.0013,0.0043
0.7520,-9.9513,0.0671,-0.1191,0.0051,-0.0048
0.7832,-9.9202,-0.0671,-0.1127,-0.0032,0.0003
0.7808,-9.9274,-0.0120,-0.1223,0.0000,-0.0099
0.8311,-9.9226,0.1126,-0.1202,0.0019,0.0000
0.7592,-10.0088,-0.0383,-0.1098,-0.0029,0.0013
0.7281,-9.9250,0.0216,-0.1215,0.0029,0.0003
0.7712,-9.9226,-0.1174,-0.1138,-0.0019,0.0011
0.7257,-9.9633,-0.0072,-0.1327,0.0032,0.0043
